Terrain,Normalized Capacitance,Resistance,Pressure
8,1.05715,41554.81737,294.3
8,1.0577,41547.2356,294.3
8,1.0578,41358.51627,294.3
8,1.05948,41308.18076,294.3
8,1.0577,41180.40536,294.3
8,1.05686,41459.22259,294.3
8,1.05795,41410.32665,294.3
8,1.0573,41376.68103,294.3
8,1.05626,41140.43974,294.3
8,1.0573,41160.24769,294.3
8,1.0577,41175.5473,294.3
8,1.05775,41369.28932,294.3
8,1.05517,41379.20483,294.3
8,1.05656,41522.41884,294.3
8,1.058,41232.50922,294.3
8,1.0578,41578.79131,294.3
8,1.0577,41336.68811,294.3
8,1.05695,41495.64401,294.3
8,1.05814,41530.09433,294.3
8,1.058,41522.23169,294.3
8,1.05973,41665.96827,294.3
8,1.05884,41628.87892,294.3
8,1.05775,41428.7001,294.3
8,1.05859,41304.62455,294.3
8,1.06072,40917.4689,294.3
8,1.06042,40898.30241,294.3
8,1.05656,40888.63599,294.3
8,1.05854,40897.23313,294.3
8,1.06047,40908.11196,294.3
8,1.05819,40705.52724,294.3
8,1.06042,40752.27777,294.3
9,1.00413,29864.87126,294.3
9,1.00287,32801.83484,294.3
9,1.00121,33967.25651,294.3
9,1.00127,34722.93164,294.3
9,1.0005,34971.63801,294.3
9,1.0027,35202.93454,294.3
9,1.00149,35728.09273,294.3
9,1.00132,36125.72163,294.3
9,1.00171,36726.22199,294.3
9,1.00143,36865.49994,294.3
9,1,36678.82364,294.3
9,1.00121,36460.48722,294.3
9,1.00353,36355.91202,294.3
9,1.00386,36746.06506,294.3
9,1.00287,36580.34373,294.3
9,1.00546,36710.83747,294.3
9,1.00358,36423.66894,294.3
9,1.00011,36650.89053,294.3
9,1.00165,36494.51246,294.3
9,1.00501,36305.99841,294.3
9,1.00342,36181.78912,294.3
9,1.00358,36284.74886,294.3
9,1.00215,35951.07214,294.3
9,1.00584,36299.94195,294.3
9,1.03973,36173.64468,294.3
9,1.04337,36013.45163,294.3
9,1.04353,36336.99635,294.3
9,1.04408,36510.66485,294.3
9,1.04551,36384.61846,294.3
9,1.04816,36226.54894,294.3
9,1.04943,36389.99907,294.3
9,1.05003,36493.20964,294.3
9,1.05047,36612.82687,294.3
9,1.05108,36494.3113,294.3
9,1.0508,36713.81273,294.3
9,1.05328,36820.47181,294.3
9,1.05312,36960.03761,294.3
9,1.05444,36837.19363,294.3
9,1.05521,36699.77688,294.3
9,1.05576,36840.92929,294.3
9,1.05984,36684.41764,294.3
9,1.06094,36529.20181,294.3
9,1.061,36694.53072,294.3
9,1.06166,36803.81768,294.3
9,1.06006,36696.19185,294.3
9,1.0599,36822.5452,294.3
9,1.05367,36926.11403,294.3
9,1.06006,37110.06107,294.3
9,1.06182,36922.46451,294.3
9,1.06144,36800.3698,294.3
9,1.06326,37029.04221,294.3
9,1.06337,36899.06122,294.3
9,1.06342,36759.21328,294.3
9,1.06364,36889.42535,294.3
9,1.0637,36783.22569,294.3
9,1.06403,36612.08522,294.3
9,1.06458,36410.2051,294.3
9,1.06497,36203.63078,294.3
9,1.06453,36098.79598,294.3
9,1.06497,36234.61565,294.3
9,1.06546,36527.3533,294.3
9,1.06623,36302.85958,294.3
9,1.06822,36099.26009,294.3
9,1.06866,36271.39168,294.3
9,1.07004,36387.29831,294.3
9,1.0713,36219.98102,294.3
9,1.07185,36412.65052,294.3
9,1.07323,36296.19831,294.3
9,1.07312,36189.62558,294.3
9,1.07389,36293.87674,294.3
9,1.07301,36113.81457,294.3
9,1.07367,36319.19515,294.3
9,1.07323,36425.63409,294.3
9,1.07312,36254.26343,294.3
9,1.0734,36367.95218,294.3
9,1.0734,36212.79586,294.3
9,1.07373,36391.80121,294.3
9,1.07417,36189.59452,294.3
9,1.07395,36041.31264,294.3
9,1.07329,36164.38253,294.3
9,1.07384,35988.97335,294.3
9,1.07285,36262.69655,294.3
9,1.07356,36061.86362,294.3
9,1.07439,36186.10301,294.3
9,1.07477,36374.75244,294.3
9,1.07505,36259.53087,294.3
9,1.07483,36428.68568,294.3
9,1.07527,36252.12267,294.3
9,1.07538,36436.18594,294.3
9,1.07566,36264.11544,294.3
9,1.07527,36373.22487,294.3
9,1.07477,36077.29692,294.3
9,1.07378,36192.20127,294.3
9,1.07472,36079.35384,294.3
9,1.07411,36234.42064,294.3
9,1.0734,36402.0577,294.3
9,1.07373,36299.16406,294.3
9,1.07395,36431.4696,294.3
9,1.07555,36299.52554,294.3
9,1.0751,36053.72836,294.3
9,1.0761,36169.49875,294.3
9,1.07665,36018.26743,294.3
9,1.07869,36260.74052,294.3
9,1.08117,36136.78143,294.3
9,1.08348,35938.8653,294.3
9,1.08265,36040.69686,294.3
9,1.08403,35939.39922,294.3
9,1.09009,35822.57918,294.3
9,1.09097,35941.38054,294.3
9,1.08971,36108.44806,294.3
9,1.08899,36352.43916,294.3
9,1.08883,36239.04101,294.3
9,1.08932,36372.69067,294.3
9,1.08607,36201.38496,294.3
9,1.08646,36077.59017,294.3
9,1.08535,36401.30998,294.3
9,1.0853,36168.59423,294.3
9,1.08706,36026.2424,294.3
9,1.09042,35713.24689,294.3
9,1.09059,35930.77934,294.3
9,1.09235,36039.53873,294.3
9,1.09246,36231.58791,294.3
9,1.09456,36115.03499,294.3
9,1.09384,35883.3571,294.3
9,1.09814,35747.06864,294.3
9,1.09968,35886.9535,294.3
9,1.10128,35744.15614,294.3
9,1.10199,35929.15333,294.3
9,1.10244,35797.08983,294.3
9,1.1004,35675.0681,294.3
9,1.10199,35877.74195,294.3
9,1.09985,36115.30781,294.3
9,1.10161,36329.38335,294.3
9,1.10078,36160.37481,294.3
9,1.10177,36034.86374,294.3
9,1.10051,36153.53499,294.3
9,1.10089,36265.31355,294.3
9,1.10073,36431.3201,294.3
9,1.10161,36323.41666,294.3
9,1.10133,36425.41235,294.3
9,1.1021,36315.90635,294.3
9,1.10111,36526.2793,294.3
9,1.10166,36384.0856,294.3
9,1.10133,36276.83713,294.3
9,1.10172,36433.94956,294.3
9,1.10012,36262.07132,294.3
9,1.10067,36371.17531,294.3
9,1.10056,36486.5911,294.3
9,1.09907,36332.92104,294.3
9,1.09935,36227.8084,294.3
9,1.0983,36350.42614,294.3
9,1.09858,36202.62162,294.3
9,1.09731,36346.8247,294.3
9,1.0972,36148.9085,294.3
9,1.09615,36388.42105,294.3
9,1.09659,36227.96127,294.3
9,1.09527,36495.57382,294.3
9,1.09516,36602.12084,294.3
9,1.09494,36479.58425,294.3
9,1.09356,36593.12264,294.3
9,1.09252,36479.34626,294.3
9,1.09119,36311.64785,294.3
9,1.09191,36490.22508,294.3
9,1.09197,36358.89991,294.3
9,1.09092,36489.86272,294.3
9,1.09081,36313.87371,294.3
9,1.09197,36166.41515,294.3
9,1.09048,36354.85372,294.3
9,1.09169,36536.89718,294.3
9,1.09103,36377.01423,294.3
9,1.09158,36247.02637,294.3
9,1.0918,36096.63616,294.3
9,1.09241,36295.36308,294.3
9,1.09092,36179.12004,294.3
9,1.0859,36075.09677,294.3
9,1.08651,35953.227,294.3
9,1.09053,36096.24548,294.3
9,1.09053,36269.42178,294.3
9,1.09004,36147.26076,294.3
9,1.09031,36480.85442,294.3
9,1.09064,36612.123,294.3
9,1.09119,36472.24631,294.3
9,1.09186,36313.3399,294.3
9,1.09197,36594.68967,294.3
9,1.08723,36444.56316,294.3
9,1.08965,36262.89957,294.3
9,1.09389,36457.50807,294.3
9,1.09378,36306.76055,294.3
9,1.09626,36493.15524,294.3
9,1.09533,36654.45614,294.3
9,1.09632,36437.51299,294.3
9,1.09654,36297.1249,294.3
9,1.09704,36129.78727,294.3
9,1.09643,36293.97721,294.3
9,1.09808,36182.27795,294.3
9,1.09593,36294.44075,294.3
9,1.09852,36400.08118,294.3
9,1.09935,36286.91791,294.3
9,1.09803,36181.07423,294.3
9,1.0988,36303.64136,294.3
9,1.0988,36173.7834,294.3
9,1.10012,36275.67586,294.3
9,1.09929,36102.53908,294.3
9,1.09891,36224.69462,294.3
9,1.09952,36116.99313,294.3
9,1.09808,36240.00738,294.3
9,1.09963,36112.27953,294.3
9,1.09814,36247.93924,294.3
9,1.09869,36135.59596,294.3
9,1.09918,35987.83118,294.3
9,1.0983,36146.0744,294.3
9,1.09847,36260.79827,294.3
9,1.09792,36362.43636,294.3
9,1.09874,36260.66562,294.3
9,1.09819,36151.08741,294.3
9,1.09792,36293.54566,294.3
9,1.09852,36415.41791,294.3
9,1.09659,36533.57112,294.3
9,1.09803,36381.42434,294.3
9,1.09858,36555.01154,294.3
9,1.09896,36337.84562,294.3
9,1.09808,36229.35291,294.3
9,1.09814,36118.04204,294.3
9,1.09913,36264.14294,294.3
9,1.10012,36365.76051,294.3
9,1.09891,36242.61094,294.3
9,1.09979,36364.13492,294.3
9,1.10205,36227.86679,294.3
9,1.10266,36330.51946,294.3
9,1.10299,36165.40664,294.3
9,1.10199,36309.17919,294.3
9,1.1026,36163.24379,294.3
9,1.10177,36299.7502,294.3
9,1.10376,36186.37736,294.3
9,1.10486,36392.95091,294.3
9,1.10398,36285.67518,294.3
9,1.10613,36182.86097,294.3
9,1.1075,36367.31309,294.3
9,1.1075,36240.25289,294.3
9,1.10795,36064.14559,294.3
9,1.10844,36233.39601,294.3
9,1.10806,35976.24142,294.3
9,1.10899,36133.58183,294.3
9,1.11009,35954.18552,294.3
9,1.11026,35846.53515,294.3
9,1.1112,35735.89024,294.3
9,1.11076,35629.66741,294.3
9,1.11048,35800.96659,294.3
9,1.1091,35671.32004,294.3
9,1.10684,35774.52782,294.3
9,1.10739,35667.37403,294.3
9,1.10618,35528.92204,294.3
9,1.10607,35426.74662,294.3
9,1.10602,35531.12236,294.3
9,1.10624,35641.78571,294.3
9,1.10563,35516.15576,294.3
9,1.10717,35622.52577,294.3
9,1.10806,35504.12238,294.3
9,1.10883,35657.49355,294.3
9,1.10795,35449.72786,294.3
9,1.10927,35610.16287,294.3
9,1.10877,35721.02133,294.3
9,1.10844,35863.22655,294.3
9,1.10778,35687.55765,294.3
9,1.10806,35798.86531,294.3
9,1.10778,35673.97785,294.3
9,1.108,35794.91843,294.3
9,1.10905,35663.37389,294.3
9,1.10998,35897.77957,294.3
9,1.10976,36021.90655,294.3
9,1.10905,35880.52586,294.3
9,1.11009,35774.18131,294.3
9,1.10982,35959.95743,294.3
9,1.10987,36085.16759,294.3
9,1.11158,35879.47124,294.3
9,1.11224,35989.86161,294.3
9,1.11291,35867.82922,294.3
9,1.11357,35989.5731,294.3
9,1.11417,35848.1637,294.3
9,1.11489,35724.28694,294.3
9,1.11533,35860.52905,294.3
9,1.11483,36110.3737,294.3
9,1.11627,35975.50947,294.3
9,1.11599,36078.75888,294.3
9,1.11616,35892.55233,294.3
9,1.11627,36047.83645,294.3
9,1.11748,35882.72892,294.3
9,1.11731,36043.28425,294.3
9,1.11709,35927.52536,294.3
9,1.11693,36159.81707,294.3
9,1.11715,36033.88357,294.3
9,1.11726,35804.23499,294.3
9,1.11831,35615.59659,294.3
9,1.11842,35488.92241,294.3
9,1.11792,35607.74586,294.3
9,1.11908,35755.62155,294.3
9,1.11919,35625.21813,294.3
9,1.11891,35809.69971,294.3
9,1.12034,35665.23539,294.3
9,1.12067,35779.86209,294.3
9,1.11858,35886.30918,294.3
9,1.11985,35696.56732,294.3
9,1.12183,35829.50657,294.3
9,1.12271,35643.83812,294.3
9,1.1215,35482.59488,294.3
9,1.1231,35340.926,294.3
9,1.12409,35598.09696,294.3
9,1.12459,35365.09154,294.3
9,1.12514,35578.71038,294.3
9,1.1242,35769.07249,294.3
9,1.12574,35477.71315,294.3
9,1.12481,35586.29195,294.3
9,1.12453,35774.35054,294.3
9,1.12404,35616.08422,294.3
9,1.12359,35793.61816,294.3
9,1.12756,35674.96397,294.3
9,1.12514,35860.58314,294.3
9,1.12646,35703.41146,294.3
9,1.12734,35899.6592,294.3
9,1.1269,35776.18975,294.3
9,1.12624,36008.49915,294.3
9,1.12861,35744.79082,294.3
9,1.12916,35610.35276,294.3
9,1.12855,35767.4144,294.3
9,1.12872,35555.84254,294.3
9,1.12894,35714.87593,294.3
9,1.12839,35604.54571,294.3
9,1.13004,35709.97818,294.3
9,1.12944,35600.955,294.3
9,1.12977,35397.06114,294.3
9,1.13103,35578.50573,294.3
9,1.12894,35461.93329,294.3
9,1.12966,35578.4565,294.3
9,1.12949,35475.60513,294.3
9,1.128,35578.09502,294.3
9,1.12734,35735.88619,294.3
9,1.12646,35573.1732,294.3
9,1.12497,35685.49449,294.3
9,1.12123,35790.57144,294.3
9,1.11764,35675.46504,294.3
9,1.11302,35505.20143,294.3
9,1.11252,35616.26747,294.3
9,1.11164,35440.54754,294.3
9,1.1107,35254.59746,294.3
9,1.10789,35480.41185,294.3
9,1.10927,35683.71113,294.3
9,1.10773,35469.50297,294.3
9,1.10756,35630.89032,294.3
9,1.10762,35468.10487,294.3
9,1.10706,35359.34034,294.3
9,1.1064,35178.63003,294.3
9,1.10602,35057.02711,294.3
9,1.10469,35184.60003,294.3
9,1.10348,35320.2803,294.3
9,1.10425,35197.69986,294.3
9,1.10321,35365.71276,294.3
9,1.10216,35222.41623,294.3
9,1.10359,35403.5887,294.3
9,1.10001,35270.90271,294.3
9,1.09505,35377.32789,294.3
9,1.09472,35622.03847,294.3
9,1.09577,35427.17516,294.3
9,1.09637,35600.25007,294.3
9,1.09742,35466.66618,294.3
9,1.09759,35634.67119,294.3
9,1.09593,35754.04445,294.3
9,1.09147,35624.2044,294.3
9,1.08982,35747.13103,294.3
9,1.08976,35877.37013,294.3
9,1.08872,35698.33755,294.3
9,1.0907,35930.02758,294.3
9,1.08431,35798.25817,294.3
9,1.06623,35928.85755,294.3
9,1.08414,35641.15561,294.3
9,1.08475,35772.99205,294.3
9,1.08469,35667.07823,294.3
9,1.07984,35558.98755,294.3
9,1.08337,35437.44194,294.3
9,1.08579,35555.00987,294.3
9,1.0675,35374.84643,294.3
9,1.08271,35505.75716,294.3
9,1.07334,35402.09151,294.3
9,1.07114,35575.37801,294.3
9,1.0443,35395.91439,294.3
9,1.02843,35552.22132,294.3
9,1.02617,35428.49611,294.3
9,1.04331,35605.53102,294.3
9,1.04089,35480.53027,294.3
9,1.04105,35656.82407,294.3
9,1.04403,35522.93518,294.3
9,1.03984,35628.45248,294.3
9,1.03978,35757.8331,294.3
9,1.03967,35655.3117,294.3
9,1.04072,35771.11525,294.3
9,1.04469,35654.0311,294.3
9,1.04463,35785.33703,294.3
9,1.04491,35892.28821,294.3
9,1.04612,35772.56665,294.3
9,1.05516,35617.7957,294.3
9,1.05615,35724.19223,294.3
9,1.05538,35519.17815,294.3
9,1.05461,35624.0733,294.3
9,1.05455,35734.2008,294.3
9,1.05345,35629.08348,294.3
9,1.05345,35777.84253,294.3
9,1.05279,35992.4952,294.3
9,1.05191,35839.65591,294.3
9,1.04871,35738.01987,294.3
9,1.04695,35626.19833,294.3
9,1.04821,35742.84467,294.3
9,1.041,35638.90121,294.3
9,1.04921,35387.1545,294.3
9,1.0502,35596.47442,294.3
9,1.04799,35784.46893,294.3
9,1.04915,35675.26793,294.3
9,1.05003,35550.85903,294.3
9,1.06937,35702.68739,294.3
9,1.05384,35532.35807,294.3
9,1.05813,35666.34403,294.3
9,1.05687,35554.83614,294.3
9,1.05753,35658.40925,294.3
9,1.05813,35782.77439,294.3
9,1.0562,35547.70005,294.3
9,1.05609,35725.67341,294.3
9,1.05488,35611.87941,294.3
9,1.0572,35463.27488,294.3
9,1.05571,35613.94961,294.3
9,1.05461,35722.98427,294.3
9,1.0535,35884.39147,294.3
9,1.0497,36070.58888,294.3
9,1.05692,35954.55789,294.3
9,1.06728,35832.14237,294.3
9,1.07786,35658.10066,294.3
9,1.07059,35540.29099,294.3
9,1.07819,35377.91023,294.3
9,1.05301,35564.45791,294.3
9,1.04579,35398.93493,294.3
9,1.04292,35278.87769,294.3
9,0.99328,35023.74679,294.3
9,0.86296,35202.65907,294.3
9,1.04045,35056.78931,294.3
9,0.9714,34874.55159,294.3
9,0.87773,34730.10661,294.3
9,1.03841,34839.91607,294.3
9,1.03565,34738.86599,294.3
9,1.03444,34869.85098,294.3
9,1.03135,34970.97079,294.3
9,1.02893,35075.19821,294.3
9,1.02595,34965.56399,294.3
9,1.02452,35072.58674,294.3
9,1.02055,34966.57392,294.3
9,1.01824,35071.76441,294.3
9,1.01664,35281.80765,294.3
9,1.01356,35149.90283,294.3
9,1.01152,35026.07644,294.3
9,1.00623,34881.11733,294.3
9,1.00645,35097.80873,294.3
9,1.00793,34991.02799,294.3
9,0.96369,34872.59041,294.3
9,0.83949,35000.04033,294.3
9,0.79799,34891.43688,294.3
9,0.84329,35090.3128,294.3
9,0.74879,35320.83642,294.3
9,0.76962,35121.17562,294.3
9,0.74223,35236.13188,294.3
9,0.73628,35043.01215,294.3
9,1.00601,35461.57677,294.3
9,1.00628,35349.47285,294.3
9,0.99807,35235.14558,294.3
9,1.0011,35404.62346,294.3
9,1.00777,35509.58287,294.3
9,0.7219,35321.6377,294.3
9,1.02524,35460.18385,294.3
9,1.02959,35334.39801,294.3
9,0.95267,35462.07493,294.3
9,1.02965,35566.84513,294.3
9,1.02254,35424.88327,294.3
9,1.01554,35619.40096,294.3
9,1.01681,35475.06126,294.3
9,0.88957,35371.01546,294.3
9,1.01763,35505.7781,294.3
9,1.00959,35671.99985,294.3
9,1.01769,35519.39165,294.3
9,1.01846,35633.75794,294.3
9,1.01548,35512.32853,294.3
9,1.0157,35640.30492,294.3
9,1.014,35511.40419,294.3
9,1.01097,35396.63114,294.3
9,1.01168,35546.33872,294.3
9,1.01157,35650.40662,294.3
9,1.00876,35422.49754,294.3
9,1.00584,35558.98446,294.3
9,1.00942,35350.4275,294.3
9,1.00705,35483.75852,294.3
9,1.00915,35363.41299,294.3
9,1.00072,35469.20307,294.3
9,1.00628,35608.81945,294.3
9,1.00634,35428.28861,294.3
9,1.01113,35568.98651,294.3
9,1.01372,35447.26174,294.3
9,1.01504,35561.64236,294.3
9,1.01631,35679.94459,294.3
9,1.01752,35473.74362,294.3
9,1.01774,35664.87342,294.3
9,1.01962,35563.11655,294.3
9,1.02221,35685.9924,294.3
9,0.99785,35569.27814,294.3
9,1.02292,35694.59932,294.3
9,1.02132,35538.46354,294.3
9,1.00689,35643.64172,294.3
9,0.99796,35824.77714,294.3
9,1.02458,35623.60678,294.3
9,1.02667,35752.93317,294.3
9,1.02887,35583.66538,294.3
9,1.02865,35711.12625,294.3
9,1.03075,35580.48214,294.3
9,1.03119,35689.8768,294.3
9,1.03179,35551.29511,294.3
9,1.03422,35404.22477,294.3
9,1.03609,35656.47876,294.3
9,1.03642,35544.96756,294.3
9,1.03824,35709.35112,294.3
9,1.03973,35607.21827,294.3
9,1.04232,35492.87458,294.3
9,1.04436,35614.80034,294.3
9,1.04579,35467.89817,294.3
9,1.04706,35574.11169,294.3
9,1.04866,35342.87553,294.3
9,1.04981,35513.09126,294.3
9,1.05125,35345.73803,294.3
9,1.05031,35476.57906,294.3
9,1.05102,35374.28975,294.3
9,1.05466,35504.84046,294.3
9,1.05868,35379.8846,294.3
9,1.05968,35274.23602,294.3
9,1.06028,35379.40875,294.3
9,1.06155,35269.97802,294.3
9,1.06221,35372.86451,294.3
9,1.06524,35234.37851,294.3
9,1.06557,35337.19529,294.3
9,1.06827,35213.35794,294.3
9,1.06882,35334.97763,294.3
9,1.06993,35181.68782,294.3
9,1.07097,35313.60875,294.3
9,1.07279,35205.46287,294.3
9,1.07207,35337.79986,294.3
9,1.07268,35222.28801,294.3
9,1.07439,35083.80339,294.3
9,1.07665,35236.61669,294.3
9,1.07714,35124.61806,294.3
9,1.07747,35010.52029,294.3
9,1.0772,35139.18445,294.3
9,1.07632,35033.12286,294.3
9,1.07924,34931.13999,294.3
9,1.04981,35057.54641,294.3
9,1.07048,34944.75469,294.3
9,1.04926,35168.89693,294.3
9,1.04904,35058.63211,294.3
9,1.04987,35215.94566,294.3
9,1.07913,35043.59282,294.3
9,1.07984,35150.11333,294.3
9,1.07951,35271.55779,294.3
9,1.08216,35385.36412,294.3
9,1.08199,35239.60369,294.3
9,1.08183,35060.76517,294.3
9,1.08298,35216.31872,294.3
9,1.08519,35327.72941,294.3
9,1.08409,35436.43156,294.3
9,1.08271,35250.10258,294.3
9,1.08304,35395.3694,294.3
9,1.08216,35232.91609,294.3
9,1.08166,35361.74847,294.3
9,1.08188,35226.09175,294.3
9,1.08265,35335.92996,294.3
9,1.08199,35495.98353,294.3
9,1.0815,35374.59513,294.3
9,1.08298,35244.43158,294.3
9,1.08309,35367.94352,294.3
9,1.08365,35264.21104,294.3
9,1.08337,35418.03087,294.3
9,1.08398,35313.7403,294.3
9,1.0842,35457.15979,294.3
9,1.08519,35316.02108,294.3
9,1.08624,35446.44917,294.3
9,1.08756,35592.61862,294.3
9,1.08833,35359.19513,294.3
9,1.08866,35470.46362,294.3
9,1.09439,35329.3919,294.3
9,1.09682,35455.52595,294.3
9,1.09979,35578.08143,294.3
9,1.10034,35469.81525,294.3
9,1.10034,35344.19482,294.3
9,1.10067,35465.27421,294.3
9,1.10205,35334.61228,294.3
9,1.10205,35494.87233,294.3
9,1.10282,35596.69545,294.3
9,1.10172,35416.67074,294.3
9,1.09996,35597.13941,294.3
9,1.10012,35470.30748,294.3
9,1.10106,35364.00412,294.3
9,1.10133,35508.65564,294.3
9,1.10172,35677.51554,294.3
9,1.10249,35565.81101,294.3
9,1.1031,35688.54357,294.3
9,1.10387,35558.50377,294.3
9,1.10442,35672.32884,294.3
9,1.10514,35799.60518,294.3
9,1.10629,35682.91914,294.3
9,1.10657,35816.23975,294.3
9,1.10723,35673.65519,294.3
9,1.1075,35818.90427,294.3
9,1.10739,35710.20033,294.3
9,1.10806,35830.23372,294.3
9,1.10861,35706.60688,294.3
9,1.10899,35579.02216,294.3
9,1.10877,35698.40852,294.3
9,1.10976,35804.17065,294.3
9,1.10894,35666.03074,294.3
9,1.10943,35551.62272,294.3
9,1.10938,35434.82064,294.3
9,1.11136,35607.41467,294.3
9,1.1118,35503.36996,294.3
9,1.1107,35381.78998,294.3
9,1.11131,35510.36903,294.3
9,1.11279,35620.42926,294.3
9,1.11175,35502.48656,294.3
9,1.11483,35377.85195,294.3
9,1.11379,35259.91957,294.3
9,1.11461,35105.46528,294.3
9,1.11544,35231.31119,294.3
9,1.11671,35384.86554,294.3
9,1.11676,35221.72433,294.3
9,1.1199,35116.55899,294.3
9,1.12051,35233.64709,294.3
9,1.11786,35360.02506,294.3
9,1.11825,35232.42869,294.3
9,1.11588,35350.43661,294.3
9,1.11687,35484.79055,294.3
9,1.11395,35355.30583,294.3
9,1.11527,35236.61968,294.3
9,1.11279,35090.59482,294.3
9,1.11351,35301.99612,294.3
9,1.11329,35466.25473,294.3
9,1.1139,35336.45003,294.3
9,1.11489,35193.07869,294.3
9,1.11428,35338.95413,294.3
9,1.09301,35219.50163,294.3
9,1.11599,35321.00971,294.3
9,1.11847,35217.79357,294.3
9,1.11836,35109.44567,294.3
9,1.11957,35233.38889,294.3
9,1.11996,35121.59247,294.3
9,1.12117,35231.17609,294.3
9,1.12134,35036.26664,294.3
9,1.12304,35229.87594,294.3
9,1.095,35351.33148,294.3
9,1.09549,35480.41423,294.3
9,1.09682,35231.33983,294.3
9,1.09792,35441.35329,294.3
9,1.09841,35236.18443,294.3
9,1.0977,35340.49038,294.3
9,1.0999,35170.77045,294.3
9,1.10166,35304.25615,294.3
9,1.10177,35426.85706,294.3
9,1.10172,35250.6888,294.3
9,1.12525,35086.01059,294.3
9,1.13098,35204.34384,294.3
9,1.13175,35370.05854,294.3
9,1.13203,35177.3665,294.3
9,1.13296,35041.09682,294.3
9,1.13186,35158.99447,294.3
9,1.13379,35288.02938,294.3
9,1.1328,35426.90744,294.3
9,1.13539,35562.17076,294.3
9,1.13506,35445.93602,294.3
9,1.13561,29864.87126,294.3
9,1.13632,32801.83484,294.3
9,1.13555,33967.25651,294.3
9,1.13473,34722.93164,294.3
9,1.13395,34971.63801,294.3
9,1.13478,35202.93454,294.3
9,1.13384,35728.09273,294.3
9,1.1339,36125.72163,294.3
9,1.13401,36726.22199,294.3
9,1.13489,36865.49994,294.3
9,1.13351,36678.82364,294.3
9,1.13362,36460.48722,294.3
9,1.13318,36355.91202,294.3
9,1.13384,36746.06506,294.3
9,1.13329,36580.34373,294.3
9,1.1328,36710.83747,294.3
9,1.1323,36423.66894,294.3
9,1.13638,36650.89053,294.3
9,1.13594,36494.51246,294.3
9,1.13682,36305.99841,294.3
9,1.13698,36181.78912,294.3
9,1.13754,36284.74886,294.3
9,1.13781,35951.07214,294.3
9,1.13726,36299.94195,294.3
9,1.13732,36173.64468,294.3
9,1.13803,36013.45163,294.3
9,1.13748,36336.99635,294.3
9,1.13913,36510.66485,294.3
9,1.13891,36384.61846,294.3
9,1.1398,36226.54894,294.3
9,1.14018,36389.99907,294.3
9,1.14128,36493.20964,294.3
9,1.14062,36612.82687,294.3
9,1.13996,36494.3113,294.3
9,1.14134,36713.81273,294.3
9,1.14238,36820.47181,294.3
9,1.14365,36960.03761,294.3
9,1.1431,36837.19363,294.3
9,1.14404,36699.77688,294.3
9,1.14497,36840.92929,294.3
9,1.14475,36684.41764,294.3
9,1.14564,36529.20181,294.3
9,1.14597,36694.53072,294.3
9,1.14343,36803.81768,294.3
9,1.14343,36696.19185,294.3
9,1.14387,36822.5452,294.3
9,1.14387,36926.11403,294.3
9,1.14646,37110.06107,294.3
9,1.14646,36922.46451,294.3
9,1.1479,36800.3698,294.3
9,1.14542,37029.04221,294.3
9,1.14685,36899.06122,294.3
9,1.14696,36759.21328,294.3
9,1.14878,36889.42535,294.3
9,1.14586,36783.22569,294.3
9,1.14696,36612.08522,294.3
9,1.14602,36410.2051,294.3
9,1.14701,36203.63078,294.3
9,1.14553,36098.79598,294.3
9,1.14641,36234.61565,294.3
9,1.1485,36527.3533,294.3
9,1.14817,36302.85958,294.3
9,1.14955,36099.26009,294.3
9,1.14905,36271.39168,294.3
9,1.14707,36387.29831,294.3
9,1.14861,36219.98102,294.3
9,1.15247,36412.65052,294.3
9,1.1501,36296.19831,294.3
9,1.15214,36189.62558,294.3
9,1.1517,36293.87674,294.3
9,1.12911,36113.81457,294.3
9,1.15225,36319.19515,294.3
9,1.15126,36425.63409,294.3
9,1.15197,36254.26343,294.3
9,1.15109,36367.95218,294.3
9,1.15252,36212.79586,294.3
9,1.15214,36391.80121,294.3
9,1.15346,36189.59452,294.3
9,1.15346,36041.31264,294.3
9,1.15396,36164.38253,294.3
9,1.1528,35988.97335,294.3
9,1.15467,36262.69655,294.3
9,1.15396,36061.86362,294.3
9,1.156,36186.10301,294.3
9,1.15484,36374.75244,294.3
9,1.155,36259.53087,294.3
9,1.15484,36428.68568,294.3
9,1.15473,36252.12267,294.3
9,1.15313,36436.18594,294.3
9,1.15379,36264.11544,294.3
9,1.1539,36373.22487,294.3
9,1.15296,36077.29692,294.3
9,1.15368,36192.20127,294.3
9,1.15241,36079.35384,294.3
9,1.15346,36234.42064,294.3
9,1.15236,36402.0577,294.3
9,1.15263,36299.16406,294.3
9,1.15137,36431.4696,294.3
9,1.15324,36299.52554,294.3
9,1.15258,36053.72836,294.3
9,1.15274,36169.49875,294.3
9,1.15385,36018.26743,294.3
9,1.15363,36260.74052,294.3
9,1.15307,36136.78143,294.3
9,1.15252,35938.8653,294.3
9,1.15357,36040.69686,294.3
9,1.15236,35939.39922,294.3
9,1.15346,35822.57918,294.3
9,1.15219,35941.38054,294.3
9,1.15291,36108.44806,294.3
9,1.15401,36352.43916,294.3
9,1.15528,36239.04101,294.3
9,1.15495,36372.69067,294.3
9,1.15616,36201.38496,294.3
9,1.15759,36077.59017,294.3
9,1.15693,36401.30998,294.3
9,1.15743,36168.59423,294.3
