Fruit,fruit size (mm),Left Sensor Disp 2mm 1 (N),Left Sensor Disp 2mm 2 (N),Left Sensor Disp 2mm 3 (N),Left Sensor Disp 2mm 4 (N),Left Sensor Disp 2mm 5 (N),Left Sensor Disp 2mm 6 (N),Left Sensor Disp 2mm 7 (N),Left Sensor Disp 2mm 8 (N),Left Sensor Disp 2mm 9 (N),Left Sensor Disp 2mm 10 (N),Left Sensor Disp 2mm 11 (N),Left Sensor Disp 2mm 12 (N),Left Sensor Disp 2mm 13 (N),Left Sensor Disp 2mm 14 (N),Left Sensor Disp 2mm 15 (N),Right Sensor Disp 2mm 1 (N),Right Sensor Disp 2mm 2 (N),Right Sensor Disp 2mm 3 (N),Right Sensor Disp 2mm 4 (N),Right Sensor Disp 2mm 5 (N),Right Sensor Disp 2mm 6 (N),Right Sensor Disp 2mm 7 (N),Right Sensor Disp 2mm 8 (N),Right Sensor Disp 2mm 9 (N),Right Sensor Disp 2mm 10 (N),Right Sensor Disp 2mm 11 (N),Right Sensor Disp 2mm 12 (N),Right Sensor Disp 2mm 13 (N),Right Sensor Disp 2mm 14 (N),Right Sensor Disp 2mm 15 (N),Left Sensor Disp 4mm 1 (N),Left Sensor Disp 4mm 2 (N),Left Sensor Disp 4mm 3 (N),Left Sensor Disp 4mm 4 (N),Left Sensor Disp 4mm 5 (N),Left Sensor Disp 4mm 6 (N),Left Sensor Disp 4mm 7 (N),Left Sensor Disp 4mm 8 (N),Left Sensor Disp 4mm 9 (N),Left Sensor Disp 4mm 10 (N),Left Sensor Disp 4mm 11 (N),Left Sensor Disp 4mm 12 (N),Left Sensor Disp 4mm 13 (N),Left Sensor Disp 4mm 14 (N),Left Sensor Disp 4mm 15 (N),Right Sensor Disp 4mm 1 (N),Right Sensor Disp 4mm 2 (N),Right Sensor Disp 4mm 3 (N),Right Sensor Disp 4mm 4 (N),Right Sensor Disp 4mm 5 (N),Right Sensor Disp 4mm 6 (N),Right Sensor Disp 4mm 7 (N),Right Sensor Disp 4mm 8 (N),Right Sensor Disp 4mm 9 (N),Right Sensor Disp 4mm 10 (N),Right Sensor Disp 4mm 11 (N),Right Sensor Disp 4mm 12 (N),Right Sensor Disp 4mm 13 (N),Right Sensor Disp 4mm 14 (N),Right Sensor Disp 4mm 15 (N),Left Sensor Disp 6mm 1 (N),Left Sensor Disp 6mm 2 (N),Left Sensor Disp 6mm 3 (N),Left Sensor Disp 6mm 4 (N),Left Sensor Disp 6mm 5 (N),Left Sensor Disp 6mm 6 (N),Left Sensor Disp 6mm 7 (N),Left Sensor Disp 6mm 8 (N),Left Sensor Disp 6mm 9 (N),Left Sensor Disp 6mm 10 (N),Left Sensor Disp 6mm 11 (N),Left Sensor Disp 6mm 12 (N),Left Sensor Disp 6mm 13 (N),Left Sensor Disp 6mm 14 (N),Left Sensor Disp 6mm 15 (N),Right Sensor Disp 6mm 1 (N),Right Sensor Disp 6mm 2 (N),Right Sensor Disp 6mm 3 (N),Right Sensor Disp 6mm 4 (N),Right Sensor Disp 6mm 5 (N),Right Sensor Disp 6mm 6 (N),Right Sensor Disp 6mm 7 (N),Right Sensor Disp 6mm 8 (N),Right Sensor Disp 6mm 9 (N),Right Sensor Disp 6mm 10 (N),Right Sensor Disp 6mm 11 (N),Right Sensor Disp 6mm 12 (N),Right Sensor Disp 6mm 13 (N),Right Sensor Disp 6mm 14 (N),Right Sensor Disp 6mm 15 (N),Left Sensor Disp 8mm 1 (N),Left Sensor Disp 8mm 2 (N),Left Sensor Disp 8mm 3 (N),Left Sensor Disp 8mm 4 (N),Left Sensor Disp 8mm 5 (N),Left Sensor Disp 8mm 6 (N),Left Sensor Disp 8mm 7 (N),Left Sensor Disp 8mm 8 (N),Left Sensor Disp 8mm 9 (N),Left Sensor Disp 8mm 10 (N),Left Sensor Disp 8mm 11 (N),Left Sensor Disp 8mm 12 (N),Left Sensor Disp 8mm 13 (N),Left Sensor Disp 8mm 14 (N),Left Sensor Disp 8mm 15 (N),Right Sensor Disp 8mm 1 (N),Right Sensor Disp 8mm 2 (N),Right Sensor Disp 8mm 3 (N),Right Sensor Disp 8mm 4 (N),Right Sensor Disp 8mm 5 (N),Right Sensor Disp 8mm 6 (N),Right Sensor Disp 8mm 7 (N),Right Sensor Disp 8mm 8 (N),Right Sensor Disp 8mm 9 (N),Right Sensor Disp 8mm 10 (N),Right Sensor Disp 8mm 11 (N),Right Sensor Disp 8mm 12 (N),Right Sensor Disp 8mm 13 (N),Right Sensor Disp 8mm 14 (N),Right Sensor Disp 8mm 15 (N)
7,74.898737,1.26375,1.209375,1.25875,2.1975,1.97375,1.234375,4.351875,3.758125,1.256875,3.75125,2.7675,1.241875,1.25625,1.62375,1.0725,1.3475,1.07125,1.4675,1.155625,3.711875,3.214375,1.42625,3.594375,3.95375,1.315,1.528125,1.51875,1.2975,1.49875,1.233125,1.263125,1.2075,1.2575,2.195625,1.9725,1.235,4.34375,3.726875,1.265,3.740625,2.763125,1.254375,1.263125,1.62375,1.07375,1.345625,1.0775,1.475625,1.165625,3.691875,3.191875,1.425625,3.568125,3.940625,1.326875,1.518125,1.5075,1.3075,1.49625,1.23875,1.266875,1.206875,1.25625,2.283125,2.1175,1.233125,4.3675,3.96375,1.269375,3.928125,3.00125,1.2475,1.265,1.631875,1.0525,1.345625,1.094375,1.50125,1.263125,3.87125,3.35,1.49875,3.765625,4.07625,1.316875,1.595625,1.590625,1.3025,1.500625,1.23875,1.27625,1.21625,1.260625,2.83125,2.643125,1.258125,4.4475,4.46375,1.49375,4.38625,3.81625,1.274375,1.403125,1.6325,1.060625,1.361875,1.198125,1.625,1.758125,4.35125,3.82625,1.9625,4.26875,4.37625,1.320625,2.380625,2.033125,1.304375,1.49125,1.240625
7,74.27475958,1.265,1.2175,1.261875,1.3125,1.34875,1.234375,3.701875,3.65,1.256875,4.693125,4.035625,1.36875,2.08875,1.741875,1.0625,1.34875,1.006875,1.380625,0.954375,1.42625,1.116875,1.469375,3.068125,3.0775,1.95375,5.1825,4.124375,1.370625,2.274375,1.753125,1.271875,1.21,1.26,1.31125,1.35375,1.234375,3.6925,3.63625,1.265,4.6875,4.02125,1.37625,2.0875,1.738125,1.055,1.346875,1.0125,1.390625,0.958125,1.431875,1.12,1.475625,3.05125,3.050625,1.938125,5.14875,4.091875,1.36375,2.276875,1.761875,1.265625,1.2175,1.261875,1.384375,1.38375,1.2375,3.841875,3.88,1.28625,4.713125,4.221875,1.499375,2.231875,1.79875,1.060625,1.359375,1.01875,1.40375,0.95,1.460625,1.165625,1.535,3.265,3.240625,2.14,5.23875,4.18125,1.40125,2.433125,1.898125,1.28375,1.215625,1.258125,1.788125,1.524375,1.2325,4.253125,4.410625,1.5125,4.791875,4.630625,2.2575,2.769375,2.388125,1.095,1.355625,1.031875,1.4125,0.97625,1.623125,1.57375,1.898125,3.986875,3.76875,2.885625,5.44,4.381875,1.660625,3.10625,2.361875
7,74.18300156,1.263125,1.208125,1.2575,1.535625,2.196875,1.24375,4.165,4.588125,1.58,4.2875,4.101875,1.286875,1.394375,1.65875,1.071875,1.3625,1.099375,1.499375,1.209375,3.864375,3.760625,1.86875,4.343125,3.409375,1.330625,1.595625,1.38875,1.305,1.500625,1.23375,1.26375,1.20875,1.25,1.550625,2.21375,1.2475,4.156875,4.581875,1.575,4.2825,4.075625,1.27875,1.388125,1.664375,1.0725,1.35875,1.093125,1.486875,1.193125,3.846875,3.73375,1.87,4.328125,3.393125,1.328125,1.599375,1.410625,1.293125,1.509375,1.246875,1.26375,1.20875,1.258125,1.803125,2.51,1.24875,4.230625,4.670625,1.686875,4.390625,4.289375,1.296875,1.47625,1.686875,1.063125,1.35625,1.12125,1.51125,1.329375,4.015625,3.85875,2.156875,4.480625,3.514375,1.3325,1.76,1.52625,1.305625,1.508125,1.24625,1.27625,1.208125,1.2575,2.54375,3.27125,1.34625,4.401875,4.850625,2.16875,4.614375,4.79,1.635625,1.860625,1.849375,1.054375,1.360625,1.264375,1.59,1.9175,4.433125,4.165625,3.11875,4.799375,3.874375,1.4575,2.93875,2.335625,1.305,1.508125,1.254375
7,74.06423733,1.273125,1.20625,1.24625,2.17375,2.125,1.41375,4.294375,4.754375,2.03,3.5725,3.403125,1.29125,1.25,1.631875,1.0675,1.37,1.413125,1.89625,1.2225,4.165,3.36875,1.939375,4.434375,3.729375,1.32875,1.88375,1.48375,1.305,1.499375,1.24875,1.26375,1.21,1.258125,2.18625,2.125,1.41875,4.285,4.745625,2.0425,3.555,3.3975,1.298125,1.2525,1.638125,1.0725,1.37,1.405,1.895,1.223125,4.124375,3.353125,1.9375,4.408125,3.7125,1.3325,1.8975,1.486875,1.298125,1.49375,1.24875,1.26375,1.208125,1.25,2.298125,2.304375,1.551875,4.326875,4.808125,2.32,3.769375,3.671875,1.314375,1.254375,1.629375,1.0725,1.374375,1.508125,2.07375,1.32,4.270625,3.503125,2.115625,4.53875,3.850625,1.3475,2.185,1.596875,1.3075,1.49375,1.2525,1.27375,1.22625,1.256875,2.631875,2.825,2.043125,4.444375,4.915625,2.908125,4.293125,4.395625,1.494375,1.42375,1.65875,1.074375,1.44375,1.906875,2.713125,2.03625,4.516875,3.840625,2.703125,4.85625,4.180625,1.469375,3.1325,2.116875,1.305,1.5,1.23375
7,73.19503873,1.27125,1.21875,1.246875,1.360625,1.395625,1.25,4.07875,4.393125,2.588125,4.328125,4.21625,1.533125,1.818125,1.823125,1.065,1.3525,1.100625,1.49375,1.08125,3.258125,2.995,1.645,3.860625,4.32625,1.3325,1.80875,2.071875,1.299375,1.50125,1.25875,1.26375,1.209375,1.25875,1.360625,1.395625,1.244375,4.079375,4.37875,2.5875,4.30375,4.189375,1.5175,1.81,1.81375,1.06125,1.35375,1.109375,1.494375,1.08375,3.228125,2.9725,1.645625,3.84125,4.30625,1.334375,1.81,2.08875,1.305,1.5,1.25125,1.264375,1.2175,1.25,1.39875,1.44125,1.239375,4.115625,4.43625,2.738125,4.33625,4.29875,1.575625,1.894375,1.85875,1.060625,1.35375,1.15,1.52625,1.135625,3.3625,3.055,1.770625,3.92875,4.340625,1.34375,1.855625,2.198125,1.30375,1.499375,1.24875,1.2725,1.22,1.263125,1.74375,1.783125,1.39,4.306875,4.670625,3.36,4.508125,4.70375,1.954375,2.42125,2.28,1.059375,1.371875,1.44875,1.775625,1.486875,3.874375,3.44875,2.474375,4.30375,4.475625,1.395625,2.379375,2.76125,1.305625,1.508125,1.254375
7,74.08873778,1.26375,1.20125,1.250625,1.61625,1.786875,1.231875,4.36625,4.31125,1.419375,4.3025,3.9925,1.28,1.308125,1.63625,1.06375,1.363125,1.071875,1.455,1.271875,3.696875,3.24625,2.20875,4.616875,3.653125,1.34375,1.700625,1.414375,1.30375,1.506875,1.2425,1.263125,1.2075,1.249375,1.6225,1.8025,1.25,4.35375,4.311875,1.41125,4.284375,3.970625,1.284375,1.308125,1.63625,1.07,1.360625,1.069375,1.45625,1.26375,3.685,3.240625,2.2125,4.580625,3.655,1.33,1.696875,1.411875,1.301875,1.5,1.246875,1.26625,1.205625,1.248125,1.7025,1.9625,1.26125,4.39125,4.395,1.471875,4.355,4.07875,1.299375,1.341875,1.64375,1.058125,1.353125,1.0775,1.466875,1.333125,3.759375,3.335625,2.420625,4.6625,3.736875,1.344375,1.743125,1.43875,1.300625,1.501875,1.245625,1.28,1.208125,1.249375,2.158125,2.865,1.355625,4.52125,4.67,2.01875,4.59,4.576875,1.66375,1.891875,1.714375,1.06625,1.36875,1.12625,1.678125,1.713125,4.12625,3.865,3.4075,5,4.085625,1.425625,2.06375,1.689375,1.304375,1.49875,1.240625
7,74.99710576,1.2625,1.2075,1.26375,1.25875,1.32125,1.231875,3.30625,2.989375,1.26,4.71625,3.559375,1.24875,2.02,1.701875,1.068125,1.35625,0.998125,1.39,0.949375,1.39625,1.05625,1.385625,2.668125,2.720625,1.7275,5.119375,4.018125,1.320625,2.18375,1.65375,1.27,1.215625,1.259375,1.261875,1.320625,1.234375,3.303125,2.984375,1.261875,4.70125,3.55,1.250625,2.021875,1.696875,1.06375,1.36,1.0025,1.38625,0.9475,1.386875,1.059375,1.3875,2.653125,2.703125,1.715625,5.0975,4.00125,1.33125,2.173125,1.66375,1.270625,1.208125,1.251875,1.265625,1.331875,1.224375,3.493125,3.40125,1.25875,4.753125,4.0025,1.289375,2.23,1.76875,1.06375,1.35625,1.00625,1.3925,0.950625,1.414375,1.084375,1.458125,2.996875,3.01875,1.98125,5.2325,4.135625,1.37625,2.43625,1.868125,1.279375,1.2175,1.26625,1.483125,1.410625,1.244375,4.069375,4.229375,1.345625,4.8225,4.611875,1.875625,2.734375,2.169375,1.09,1.36375,1.0275,1.414375,0.9625,1.509375,1.305625,1.733125,3.81625,3.665,2.706875,5.4325,4.354375,1.653125,3.1525,2.3775
7,72.87587187,1.285625,1.219375,1.26125,3.196875,2.11875,1.28875,4.3425,3.57375,1.8975,4.099375,4.573125,2.57125,2.2025,2.256875,1.069375,1.355625,1.03125,1.468125,0.98625,1.885625,3.005625,2.03125,4.83875,4.374375,1.413125,2.595625,2.39125,1.304375,1.499375,1.24875,1.284375,1.21625,1.25875,3.19875,2.118125,1.28875,4.32625,3.555625,1.8925,4.084375,4.541875,2.55125,2.1975,2.244375,1.06375,1.345625,1.0275,1.479375,0.9975,1.866875,2.99375,2.033125,4.821875,4.358125,1.401875,2.596875,2.378125,1.304375,1.506875,1.250625,1.303125,1.221875,1.2575,3.33625,2.30875,1.3775,4.355,3.648125,2.099375,4.12875,4.615,2.72625,2.393125,2.45875,1.0725,1.359375,1.035,1.494375,1.001875,1.99375,3.1575,2.200625,4.914375,4.40125,1.445,2.7775,2.580625,1.3,1.50125,1.2575,1.635,1.248125,1.271875,3.753125,2.9475,2.005625,4.4325,3.875,2.783125,4.256875,4.790625,3.334375,2.890625,3.174375,1.21125,1.354375,1.055,1.595,1.143125,2.56625,3.66375,2.899375,5.12375,4.55,1.80875,3.453125,3.200625,1.30375,1.499375,1.25
7,70.39244063,1.274375,1.240625,1.268125,2.9825,3.118125,1.741875,3.295,4.475625,3.091875,3.27,4.44,1.9925,1.933125,2.49875,1.060625,1.5625,1.313125,1.39875,2.53375,3.905,1.949375,2.395625,4.72125,2.605,2.026875,3.44,1.826875,1.290625,1.490625,1.219375,1.275,1.234375,1.2675,2.956875,3.095,1.738125,3.259375,4.4425,3.075625,3.24375,4.424375,1.990625,1.924375,2.5025,1.06375,1.563125,1.311875,1.41375,2.525625,3.865625,1.9225,2.375625,4.670625,2.575,2.01625,3.400625,1.821875,1.288125,1.49,1.24375,1.28875,1.245625,1.271875,3.116875,3.31,1.94,3.403125,4.46625,3.273125,3.494375,4.5425,2.225625,2.209375,2.855625,1.059375,1.715,1.42625,1.435,2.8425,4.008125,2.12625,2.56375,4.70875,2.7275,2.18125,3.676875,2.01125,1.296875,1.51,1.218125,1.366875,1.290625,1.2725,3.47375,3.74,2.5,3.669375,4.52,3.680625,3.851875,4.7525,2.6125,2.95,3.64125,1.0675,2.249375,1.87375,1.52625,3.35875,4.23875,2.551875,2.961875,4.789375,3.026875,2.525625,4.270625,2.47375,1.3075,1.573125,1.2425
7,71.3837568,2.14125,1.849375,1.348125,3.449375,3.7175,2.501875,4.095,3.788125,3.47375,1.860625,1.9975,1.575,1.246875,1.639375,1.07125,1.351875,1.073125,1.4375,1.89625,3.630625,2.678125,2.576875,4.5525,3.9,1.340625,2.095625,1.725625,1.2775,1.478125,1.235,2.143125,1.851875,1.353125,3.424375,3.703125,2.4875,4.086875,3.76875,3.466875,1.86875,2.0175,1.57375,1.24875,1.6375,1.060625,1.344375,1.070625,1.4375,1.8875,3.605,2.6725,2.566875,4.5175,3.873125,1.34,2.078125,1.7125,1.28625,1.48625,1.22375,2.344375,1.975625,1.475625,3.5025,3.76375,2.778125,4.159375,3.82375,3.629375,2.150625,2.355,1.86625,1.24125,1.64125,1.063125,1.359375,1.11125,1.476875,2.2175,3.80125,2.905,2.8375,4.625625,3.99375,1.3475,2.3,1.86,1.284375,1.48125,1.223125,2.84125,2.261875,2.02125,3.628125,3.8875,3.25875,4.305625,3.98625,3.96,2.89625,3.24375,2.4825,1.244375,1.63,1.060625,1.47875,1.270625,1.589375,3.035625,4.160625,3.429375,3.5225,4.816875,4.1975,1.384375,2.741875,2.238125,1.27375,1.4825,1.23375
7,70.52563519,1.275625,1.22625,1.26,1.81875,2.298125,1.49125,3.55375,4.611875,2.976875,3.420625,4.796875,2.378125,1.295625,1.9,1.055625,1.3375,1.02,1.394375,1.178125,3.19875,2.095,2.340625,4.546875,3.181875,1.879375,4.221875,2.120625,1.305,1.57125,1.250625,1.268125,1.224375,1.25125,1.80875,2.2875,1.49875,3.5225,4.581875,2.964375,3.39625,4.769375,2.36375,1.299375,1.905625,1.06875,1.355,1.028125,1.41,1.19,3.18,2.0875,2.333125,4.5,3.155625,1.873125,4.174375,2.1125,1.313125,1.57125,1.24875,1.266875,1.228125,1.25875,2.011875,2.510625,1.62,3.671875,4.620625,3.214375,3.681875,4.885625,2.64625,1.3475,2.24625,1.105,1.3525,1.095,1.435,1.315625,3.425625,2.298125,2.573125,4.53875,3.3225,2.11125,4.431875,2.335625,1.315625,1.67,1.274375,1.273125,1.226875,1.26,2.5,3.02,1.984375,3.8675,4.68,3.70375,4.059375,5.019375,3.233125,1.70125,3.288125,1.234375,1.36875,1.583125,1.6725,1.791875,3.88375,2.685625,3.188125,4.60625,3.589375,2.66375,4.76,2.88125,1.4075,2.153125,1.4675
7,70.83194692,1.99125,1.64,1.551875,3.590625,3.671875,3.345625,3.7125,4.238125,3.1175,1.684375,1.815625,1.27625,1.253125,1.638125,1.069375,1.3375,1.02125,1.3975,1.125625,2.54875,1.40875,3.185625,4.31375,3.20875,2.059375,3.9325,2.94625,1.284375,1.501875,1.273125,1.986875,1.64375,1.555,3.57875,3.6475,3.341875,3.695,4.23,3.103125,1.680625,1.825625,1.274375,1.24125,1.64125,1.074375,1.3475,1.00625,1.385625,1.11875,2.535,1.39875,3.1575,4.27875,3.193125,2.05625,3.895625,2.9225,1.275625,1.491875,1.27,2.1575,1.770625,1.688125,3.654375,3.726875,3.5025,3.860625,4.315,3.39875,1.924375,2.03875,1.321875,1.241875,1.64375,1.075625,1.346875,1.026875,1.40125,1.249375,2.89875,1.569375,3.3925,4.321875,3.335625,2.23125,4.14375,3.115,1.26375,1.51875,1.285,2.57375,2.1575,2.04625,3.7925,3.8525,3.809375,4.081875,4.46,3.835625,2.8475,3.15,1.795,1.246875,1.67,1.059375,1.37375,1.120625,1.465625,1.685,3.61,2.2475,3.911875,4.415,3.598125,2.76125,4.666875,3.53875,1.29125,1.700625,1.410625
7,71.43032657,1.27125,1.23125,1.27125,2.538125,2.57125,1.404375,3.079375,4.61125,2.785,3.089375,4.551875,2.04375,1.24625,1.646875,1.07125,1.359375,1.029375,1.451875,1.41,2.428125,2.61625,3.409375,4.155625,3.43625,1.98625,3.098125,1.8125,1.29,1.478125,1.24375,1.273125,1.24,1.2675,2.526875,2.54875,1.4025,3.05875,4.5875,2.75875,3.090625,4.553125,2.026875,1.243125,1.644375,1.068125,1.36125,1.039375,1.45,1.399375,2.411875,2.610625,3.386875,4.106875,3.40375,1.964375,3.06375,1.80625,1.275625,1.491875,1.23,1.28875,1.24125,1.274375,2.83625,2.856875,1.515,3.1575,4.62375,3.03625,3.43375,4.770625,2.333125,1.255625,1.728125,1.0725,1.36875,1.0425,1.47625,1.605625,2.63375,2.88,3.619375,4.190625,3.52125,2.200625,3.375,2.0025,1.2875,1.4925,1.245625,1.54875,1.5275,1.28125,3.2725,3.531875,1.88,3.36375,4.661875,3.48125,4.0125,5.06375,2.775,1.354375,2.06,1.070625,1.371875,1.07,1.56625,2.08,3.086875,3.34375,3.94125,4.32125,3.708125,2.744375,3.9225,2.525625,1.27625,1.654375,1.306875
7,71.33905646,1.325625,1.254375,1.29125,3.44625,3.004375,3.135,3.875,3.8425,2.978125,3.145625,2.7575,2.266875,1.24125,1.633125,1.055,1.355625,1.068125,1.450625,1.903125,3.77125,3.16,1.864375,4.350625,3.8,1.343125,2.1,1.711875,1.286875,1.49,1.21875,1.314375,1.2475,1.283125,3.4225,2.994375,3.115625,3.86125,3.825625,2.96875,3.149375,2.7775,2.27375,1.243125,1.629375,1.071875,1.348125,1.08,1.45125,1.9,3.760625,3.158125,1.86,4.32375,3.7825,1.3475,2.084375,1.709375,1.281875,1.4775,1.241875,1.345625,1.246875,1.299375,3.54625,3.07625,3.349375,3.93375,3.873125,3.10375,3.431875,3.063125,2.473125,1.24125,1.626875,1.064375,1.356875,1.109375,1.49125,2.19625,3.93875,3.335,2.141875,4.443125,3.895,1.358125,2.395,1.841875,1.29,1.485625,1.230625,1.484375,1.28875,1.42125,3.821875,3.27125,3.79875,4.085625,4.003125,3.411875,3.9475,3.564375,3.07875,1.28125,1.633125,1.06375,1.43625,1.38875,1.7025,2.865625,4.293125,3.715,2.751875,4.62125,4.093125,1.583125,3.279375,2.32875,1.285,1.48875,1.22375
7,72.23695994,1.45,1.91,1.2825,3.203125,4.44125,1.863125,2.295,4.0675,2.046875,1.900625,2.91375,1.605,1.23375,1.625,1.06375,1.605625,1.695625,2.031875,2.128125,4.045,3.2375,2.103125,3.375625,2.741875,1.320625,1.535,1.370625,1.288125,1.485,1.2425,1.459375,1.893125,1.271875,3.18875,4.425625,1.85375,2.29,4.041875,2.034375,1.893125,2.900625,1.59875,1.243125,1.620625,1.071875,1.59,1.670625,2.018125,2.11125,3.994375,3.190625,2.086875,3.33125,2.70125,1.32875,1.530625,1.38125,1.2875,1.483125,1.234375,1.58625,2.2125,1.314375,3.32875,4.5075,2.095,2.485,4.11625,2.404375,2.24,3.273125,1.81125,1.24,1.624375,1.06875,1.785625,1.91625,2.335,2.485625,4.12625,3.34875,2.45125,3.608125,2.929375,1.33125,1.5925,1.476875,1.286875,1.48625,1.2325,2.019375,2.804375,1.476875,3.545,4.568125,2.58125,2.6775,4.19625,2.9225,2.82875,3.92,2.28,1.240625,1.625,1.061875,2.158125,2.288125,2.878125,2.956875,4.25625,3.55625,3.07,3.94,3.239375,1.36625,1.849375,1.800625,1.2875,1.490625,1.244375
7,71.66651731,1.958125,1.79625,1.27125,3.433125,3.540625,2.795,3.780625,3.6675,3.25875,1.728125,2.109375,1.403125,1.233125,1.630625,1.06875,1.33875,1.015625,1.41125,1.54875,2.938125,2.110625,2.63625,4.6775,3.789375,1.475625,2.35625,2.143125,1.2875,1.466875,1.230625,1.948125,1.784375,1.280625,3.41,3.515,2.785625,3.78,3.644375,3.24625,1.7375,2.12875,1.404375,1.238125,1.630625,1.068125,1.345625,1.02375,1.405,1.565,2.9325,2.1125,2.62125,4.63625,3.764375,1.47,2.33875,2.118125,1.28625,1.485625,1.231875,2.255,1.965,1.286875,3.521875,3.605625,2.996875,3.929375,3.7625,3.483125,2.035,2.52625,1.6125,1.2475,1.634375,1.08,1.3525,1.015625,1.41125,1.84875,3.17875,2.356875,2.964375,4.7025,3.88125,1.5475,2.59375,2.361875,1.274375,1.4825,1.243125,2.800625,2.334375,1.401875,3.653125,3.7425,3.37125,4.15125,3.94375,3.853125,2.61375,3.21,2.1825,1.246875,1.64,1.064375,1.35625,1.051875,1.433125,2.47375,3.57875,2.8525,3.538125,4.805,4.0525,1.803125,3.100625,2.783125,1.283125,1.47875,1.245625
7,70.39714248,1.958125,2.4525,2.37375,3.4575,3.575625,3.4525,3.793125,3.433125,3.253125,1.8525,1.791875,1.809375,1.241875,1.640625,1.074375,1.434375,1.551875,2.095,2.155625,4.15875,3.41125,2.275,4.455625,3.110625,1.35625,1.865,1.393125,1.284375,1.479375,1.23125,1.9425,2.426875,2.36625,3.439375,3.54875,3.435625,3.774375,3.416875,3.23875,1.876875,1.791875,1.819375,1.241875,1.63875,1.0725,1.435,1.56625,2.098125,2.140625,4.125,3.3925,2.26125,4.41125,3.075625,1.35625,1.864375,1.38625,1.29,1.4775,1.234375,2.1575,2.63875,2.550625,3.51,3.61,3.514375,3.893125,3.490625,3.368125,2.29,1.989375,1.98875,1.243125,1.628125,1.068125,1.51,1.79375,2.3175,2.385,4.22625,3.5225,2.39375,4.538125,3.256875,1.384375,2.10875,1.41625,1.283125,1.495,1.218125,2.6675,2.95625,3.014375,3.66,3.728125,3.671875,4.124375,3.644375,3.613125,3.2525,2.558125,2.51375,1.336875,1.665625,1.061875,1.946875,2.440625,2.815,2.9325,4.38625,3.800625,2.839375,4.7325,3.610625,1.61375,2.97125,1.58375,1.28,1.483125,1.241875
7,71.78267917,1.339375,1.274375,1.26875,3.5425,3.65625,1.481875,3.97125,4.54,2.315,1.605625,1.916875,1.26625,1.23375,1.64,1.07125,1.358125,1.0375,1.438125,1.523125,3.67875,2.54875,2.964375,4.508125,3.08375,1.44375,2.644375,1.59375,1.29125,1.48625,1.23875,1.34,1.27125,1.270625,3.521875,3.62875,1.474375,3.94875,4.508125,2.30625,1.613125,1.916875,1.2625,1.24125,1.64125,1.074375,1.353125,1.055625,1.45125,1.523125,3.645625,2.5275,2.941875,4.464375,3.055,1.4375,2.619375,1.58,1.2825,1.47875,1.23,1.44375,1.3525,1.26625,3.68625,3.9075,1.6625,4.130625,4.6175,2.624375,1.93,2.19375,1.295,1.243125,1.64375,1.06875,1.37125,1.151875,1.5,1.75125,3.85,2.785625,3.24,4.556875,3.2475,1.54125,2.9625,1.710625,1.285625,1.48625,1.22375,1.9025,1.634375,1.274375,3.915625,4.2325,2.088125,4.3075,4.686875,3.10375,2.6925,2.9375,1.68875,1.244375,1.62875,1.07125,1.6725,1.5725,1.6875,2.259375,4.1125,3.23375,3.751875,4.66875,3.50125,1.8925,3.555,1.996875,1.275625,1.46875,1.231875
7,70.24382979,1.45125,1.5325,1.295625,3.005625,3.89125,2.199375,3.7375,4.26875,2.7425,2.819375,4.305,2.52375,1.245625,1.64625,1.055625,1.345625,1.014375,1.38625,1.135625,2.64375,1.695,2.59125,4.5125,3.228125,2.135625,4.6625,2.550625,1.30375,1.736875,1.306875,1.445625,1.525,1.3025,2.980625,3.84875,2.184375,3.71375,4.23125,2.7275,2.8175,4.28,2.525625,1.254375,1.6575,1.068125,1.339375,1.023125,1.4025,1.135,2.639375,1.68625,2.565625,4.47125,3.200625,2.12375,4.62625,2.5225,1.3075,1.743125,1.306875,1.588125,1.64375,1.3525,3.11125,3.94625,2.458125,3.79125,4.28125,2.92375,3.051875,4.4975,2.77875,1.258125,1.694375,1.064375,1.33125,1.036875,1.415625,1.193125,2.979375,1.96625,2.798125,4.513125,3.338125,2.441875,4.749375,2.71875,1.39625,2.043125,1.385,2.083125,1.9425,1.57625,3.353125,4.0825,3.170625,3.9575,4.378125,3.351875,3.561875,4.824375,3.340625,1.313125,1.97125,1.08125,1.36875,1.181875,1.5175,1.48125,3.61125,2.60625,3.263125,4.59375,3.550625,3.119375,4.901875,3.08625,1.750625,2.915625,1.66375
