Fruit,fruit size (mm),Left Sensor Disp 2mm 1 (N),Left Sensor Disp 2mm 2 (N),Left Sensor Disp 2mm 3 (N),Left Sensor Disp 2mm 4 (N),Left Sensor Disp 2mm 5 (N),Left Sensor Disp 2mm 6 (N),Left Sensor Disp 2mm 7 (N),Left Sensor Disp 2mm 8 (N),Left Sensor Disp 2mm 9 (N),Left Sensor Disp 2mm 10 (N),Left Sensor Disp 2mm 11 (N),Left Sensor Disp 2mm 12 (N),Left Sensor Disp 2mm 13 (N),Left Sensor Disp 2mm 14 (N),Left Sensor Disp 2mm 15 (N),Right Sensor Disp 2mm 1 (N),Right Sensor Disp 2mm 2 (N),Right Sensor Disp 2mm 3 (N),Right Sensor Disp 2mm 4 (N),Right Sensor Disp 2mm 5 (N),Right Sensor Disp 2mm 6 (N),Right Sensor Disp 2mm 7 (N),Right Sensor Disp 2mm 8 (N),Right Sensor Disp 2mm 9 (N),Right Sensor Disp 2mm 10 (N),Right Sensor Disp 2mm 11 (N),Right Sensor Disp 2mm 12 (N),Right Sensor Disp 2mm 13 (N),Right Sensor Disp 2mm 14 (N),Right Sensor Disp 2mm 15 (N),Left Sensor Disp 4mm 1 (N),Left Sensor Disp 4mm 2 (N),Left Sensor Disp 4mm 3 (N),Left Sensor Disp 4mm 4 (N),Left Sensor Disp 4mm 5 (N),Left Sensor Disp 4mm 6 (N),Left Sensor Disp 4mm 7 (N),Left Sensor Disp 4mm 8 (N),Left Sensor Disp 4mm 9 (N),Left Sensor Disp 4mm 10 (N),Left Sensor Disp 4mm 11 (N),Left Sensor Disp 4mm 12 (N),Left Sensor Disp 4mm 13 (N),Left Sensor Disp 4mm 14 (N),Left Sensor Disp 4mm 15 (N),Right Sensor Disp 4mm 1 (N),Right Sensor Disp 4mm 2 (N),Right Sensor Disp 4mm 3 (N),Right Sensor Disp 4mm 4 (N),Right Sensor Disp 4mm 5 (N),Right Sensor Disp 4mm 6 (N),Right Sensor Disp 4mm 7 (N),Right Sensor Disp 4mm 8 (N),Right Sensor Disp 4mm 9 (N),Right Sensor Disp 4mm 10 (N),Right Sensor Disp 4mm 11 (N),Right Sensor Disp 4mm 12 (N),Right Sensor Disp 4mm 13 (N),Right Sensor Disp 4mm 14 (N),Right Sensor Disp 4mm 15 (N),Left Sensor Disp 6mm 1 (N),Left Sensor Disp 6mm 2 (N),Left Sensor Disp 6mm 3 (N),Left Sensor Disp 6mm 4 (N),Left Sensor Disp 6mm 5 (N),Left Sensor Disp 6mm 6 (N),Left Sensor Disp 6mm 7 (N),Left Sensor Disp 6mm 8 (N),Left Sensor Disp 6mm 9 (N),Left Sensor Disp 6mm 10 (N),Left Sensor Disp 6mm 11 (N),Left Sensor Disp 6mm 12 (N),Left Sensor Disp 6mm 13 (N),Left Sensor Disp 6mm 14 (N),Left Sensor Disp 6mm 15 (N),Right Sensor Disp 6mm 1 (N),Right Sensor Disp 6mm 2 (N),Right Sensor Disp 6mm 3 (N),Right Sensor Disp 6mm 4 (N),Right Sensor Disp 6mm 5 (N),Right Sensor Disp 6mm 6 (N),Right Sensor Disp 6mm 7 (N),Right Sensor Disp 6mm 8 (N),Right Sensor Disp 6mm 9 (N),Right Sensor Disp 6mm 10 (N),Right Sensor Disp 6mm 11 (N),Right Sensor Disp 6mm 12 (N),Right Sensor Disp 6mm 13 (N),Right Sensor Disp 6mm 14 (N),Right Sensor Disp 6mm 15 (N),Left Sensor Disp 8mm 1 (N),Left Sensor Disp 8mm 2 (N),Left Sensor Disp 8mm 3 (N),Left Sensor Disp 8mm 4 (N),Left Sensor Disp 8mm 5 (N),Left Sensor Disp 8mm 6 (N),Left Sensor Disp 8mm 7 (N),Left Sensor Disp 8mm 8 (N),Left Sensor Disp 8mm 9 (N),Left Sensor Disp 8mm 10 (N),Left Sensor Disp 8mm 11 (N),Left Sensor Disp 8mm 12 (N),Left Sensor Disp 8mm 13 (N),Left Sensor Disp 8mm 14 (N),Left Sensor Disp 8mm 15 (N),Right Sensor Disp 8mm 1 (N),Right Sensor Disp 8mm 2 (N),Right Sensor Disp 8mm 3 (N),Right Sensor Disp 8mm 4 (N),Right Sensor Disp 8mm 5 (N),Right Sensor Disp 8mm 6 (N),Right Sensor Disp 8mm 7 (N),Right Sensor Disp 8mm 8 (N),Right Sensor Disp 8mm 9 (N),Right Sensor Disp 8mm 10 (N),Right Sensor Disp 8mm 11 (N),Right Sensor Disp 8mm 12 (N),Right Sensor Disp 8mm 13 (N),Right Sensor Disp 8mm 14 (N),Right Sensor Disp 8mm 15 (N)
1,66.87174981,1.29875,1.2,1.239375,1.290625,1.29125,1.2025,1.459375,1.26875,1.206875,4.431875,3.67125,1.273125,4.658125,4.28625,1.054375,1.35375,1.013125,1.38,0.968125,1.369375,1.01375,1.413125,2.2425,1.89,1.770625,4.925,3.961875,1.501875,4.199375,2.831875,1.2975,1.198125,1.238125,1.289375,1.296875,1.215,1.4525,1.266875,1.218125,4.439375,3.671875,1.2725,4.65625,4.285,1.0525,1.358125,1.023125,1.369375,0.97125,1.380625,1.0275,1.4375,2.2475,1.900625,1.770625,4.9225,3.96125,1.5075,4.200625,2.839375,1.305,1.190625,1.236875,1.290625,1.29625,1.19875,1.474375,1.274375,1.215,4.505625,3.879375,1.33,4.700625,4.57,1.061875,1.3575,1.030625,1.386875,0.969375,1.39375,1.034375,1.448125,2.3875,1.958125,1.82,5.02875,4.045,1.60875,4.341875,2.946875,1.313125,1.18375,1.2425,1.304375,1.299375,1.208125,1.695625,1.335625,1.22625,4.731875,4.5575,1.706875,4.8425,5.459375,1.351875,1.37,1.046875,1.404375,0.964375,1.40625,1.048125,1.530625,2.92625,2.336875,2.014375,5.32625,4.328125,2.129375,4.751875,3.335625
1,67.1609909,1.273125,1.185625,1.223125,1.2675,1.2875,1.194375,1.3975,1.29875,1.20125,4.2375,3.96375,1.2125,4.448125,4.305,1.060625,1.330625,1.02125,1.351875,0.9425,1.386875,1.2,1.7775,3.3275,3.705,1.963125,4.64,4.13125,1.315625,2.336875,1.435625,1.2725,1.18375,1.229375,1.264375,1.2825,1.19,1.406875,1.31125,1.199375,4.2375,3.969375,1.2125,4.45625,4.313125,1.05375,1.33,1.02375,1.353125,0.945,1.39625,1.20625,1.77,3.34,3.705,1.96375,4.643125,4.12625,1.31125,2.34125,1.41875,1.271875,1.185,1.2225,1.2675,1.286875,1.185625,1.41,1.30625,1.210625,4.26,3.99625,1.21,4.461875,4.353125,1.06,1.324375,1.02375,1.3525,0.95125,1.40875,1.201875,1.786875,3.3525,3.711875,1.97875,4.65125,4.143125,1.316875,2.3625,1.438125,1.288125,1.19375,1.22375,1.29125,1.289375,1.19875,1.72625,1.480625,1.20125,4.56375,4.53875,1.346875,4.6775,5.24125,1.46375,1.33875,1.065,1.36875,0.95,1.4375,1.409375,2.08,3.736875,4.0775,2.394375,5.06,4.48625,1.31875,2.68875,1.7125
1,67.17554173,1.266875,1.19875,1.246875,2.685625,1.734375,1.211875,4.32625,4.24,1.26375,3.83375,3.376875,1.24,1.2725,1.6725,1.06875,1.356875,1.039375,1.445625,0.956875,1.61125,2.648125,1.305,3.994375,4.49375,1.329375,1.754375,2.273125,1.315,1.514375,1.243125,1.276875,1.2025,1.243125,2.69125,1.726875,1.209375,4.328125,4.2375,1.27375,3.83875,3.383125,1.239375,1.279375,1.66875,1.07625,1.355,1.030625,1.445,0.949375,1.599375,2.66875,1.31375,4.013125,4.491875,1.328125,1.754375,2.27375,1.31125,1.515,1.260625,1.275,1.200625,1.249375,2.681875,1.738125,1.208125,4.3225,4.244375,1.275625,3.849375,3.385625,1.23875,1.27875,1.664375,1.071875,1.353125,1.0375,1.4375,0.95625,1.615625,2.66375,1.298125,4.01875,4.5,1.335625,1.75625,2.2825,1.313125,1.519375,1.241875,1.283125,1.201875,1.25,2.9725,1.945,1.221875,4.485,4.589375,1.339375,4.288125,3.94625,1.2675,1.59,1.696875,1.078125,1.34875,1.055625,1.46625,0.975625,1.755,2.92625,1.485625,4.599375,4.703125,1.33875,1.965,2.588125,1.315625,1.514375,1.2675
1,69.1115124,1.29625,1.225625,1.26625,2.149375,3.043125,1.291875,4.350625,3.29875,1.256875,3.311875,1.55875,1.233125,1.268125,1.65625,1.08,1.375,1.05875,1.415,0.966875,1.461875,1.93,1.32125,2.465625,3.678125,1.336875,2.506875,3.425,1.308125,1.490625,1.265625,1.29875,1.2225,1.270625,2.160625,3.056875,1.28875,4.34625,3.295,1.25375,3.31375,1.56625,1.236875,1.263125,1.66,1.076875,1.37375,1.064375,1.42125,0.965625,1.4825,1.93875,1.33125,2.499375,3.68625,1.324375,2.531875,3.430625,1.305,1.49375,1.26375,1.3025,1.225625,1.2675,2.19125,3.10125,1.29625,4.361875,3.360625,1.25125,3.335,1.58375,1.226875,1.26625,1.655,1.08,1.37375,1.064375,1.429375,0.97375,1.51,2.005625,1.336875,2.65375,3.761875,1.346875,2.630625,3.459375,1.308125,1.490625,1.26625,1.3075,1.224375,1.26375,2.53,3.498125,1.33125,4.52625,4.05125,1.275625,3.48625,1.943125,1.224375,1.28,1.6625,1.079375,1.353125,1.086875,1.449375,0.965,1.678125,2.424375,1.69375,3.75,4.1675,1.470625,3.405625,3.785625,1.295625,1.47625,1.25875
1,67.16826639,1.308125,1.265,1.30375,1.36,1.865625,1.46875,2.813125,4.57875,3.801875,4.400625,4.358125,2.173125,1.508125,1.695,1.071875,1.401875,1.106875,1.445625,1.044375,2.143125,1.5175,1.509375,4.14,4.0775,1.47625,3.954375,4.10125,1.319375,1.5025,1.451875,1.299375,1.255625,1.3075,1.35375,1.8625,1.47125,2.814375,4.57875,3.801875,4.4,4.3575,2.17875,1.515625,1.69,1.079375,1.39625,1.104375,1.444375,1.055625,2.15,1.516875,1.491875,4.143125,4.066875,1.48375,3.95625,4.0925,1.31125,1.5,1.458125,1.288125,1.26625,1.29625,1.36,1.859375,1.468125,2.826875,4.579375,3.80625,4.39875,4.360625,2.18375,1.50875,1.686875,1.076875,1.39625,1.09125,1.444375,1.055625,2.14375,1.519375,1.5175,4.141875,4.06375,1.476875,3.955,4.08625,1.31,1.499375,1.47375,1.29875,1.26375,1.304375,1.414375,1.985,1.515625,3.1175,4.758125,4.005,4.5525,4.55375,2.4575,1.640625,1.705,1.075,1.395,1.105,1.459375,1.12625,2.420625,1.696875,1.69,4.48375,4.29625,1.580625,4.329375,4.269375,1.311875,1.51,1.730625
1,67.39025591,1.265,1.2025,1.238125,1.4175,1.30875,1.215,4.166875,2.91625,1.22625,4.2625,3.548125,1.214375,1.933125,1.68,1.074375,1.354375,0.996875,1.36375,0.96875,1.44375,1.32875,3.253125,4.090625,2.868125,1.49125,4.798125,3.5975,1.328125,1.7375,1.4175,1.26375,1.2025,1.250625,1.41625,1.30875,1.215,4.174375,2.924375,1.23,4.264375,3.558125,1.208125,1.940625,1.68125,1.0675,1.355625,1.000625,1.37625,0.968125,1.435625,1.3375,3.2375,4.093125,2.868125,1.499375,4.800625,3.6,1.32375,1.749375,1.424375,1.26375,1.201875,1.243125,1.42,1.304375,1.215,4.17375,2.925,1.23,4.264375,3.565,1.21125,1.945,1.685625,1.063125,1.345,1.00375,1.355,0.964375,1.448125,1.32875,3.256875,4.093125,2.88,1.49,4.798125,3.595625,1.326875,1.7525,1.41875,1.275625,1.200625,1.24875,1.4675,1.305,1.21625,4.325625,3.24,1.226875,4.44875,4.213125,1.215625,2.185,1.754375,1.08,1.354375,1.00625,1.36625,0.97125,1.51875,1.485,3.5475,4.4625,3.305625,1.714375,5.169375,3.8475,1.338125,2.0025,1.494375
1,69.7734414,1.266875,1.198125,1.238125,1.248125,1.299375,1.21,1.351875,1.320625,1.228125,3.311875,3.745,1.233125,3.855625,5.043125,1.28875,2.03,1.020625,1.335625,3.485625,2.414375,0.97875,3.781875,2.46875,1.280625,1.330625,1.409375,1.2725,1.355,1.558125,1.27875,1.265,1.20125,1.243125,1.25,1.291875,1.2125,1.36,1.330625,1.224375,3.276875,3.760625,1.2425,3.835,5.0275,1.28625,1.9625,1.021875,1.32875,3.460625,2.3925,0.9875,3.76625,2.4425,1.281875,1.325,1.405625,1.26625,1.340625,1.549375,1.26625,1.2725,1.19875,1.239375,1.255,1.29625,1.2075,1.405625,1.47375,1.215,3.32875,4.0025,1.251875,3.975625,5.215,1.38625,2.111875,1.02125,1.33625,3.58875,2.563125,0.983125,3.93875,2.624375,1.2825,1.3275,1.410625,1.274375,1.364375,1.563125,1.281875,1.2925,1.201875,1.244375,1.266875,1.303125,1.2075,2.06875,2.27875,1.215,3.466875,4.643125,1.376875,4.326875,5.66875,1.84375,2.705625,1.0625,1.335625,3.974375,3.078125,0.9825,4.45,3.191875,1.280625,1.371875,1.41,1.264375,1.369375,1.575,1.2675
1,68.31562268,1.2625,1.211875,1.25,1.376875,1.32125,1.206875,3.995,3.655625,1.295625,3.874375,4.62375,2.718125,1.3475,1.725625,1.079375,1.35375,1.0225,1.388125,0.935,1.38,1.129375,1.280625,2.3575,3.77625,1.3475,4.16,3.969375,1.30625,2.14875,2.584375,1.255,1.21,1.248125,1.39,1.32125,1.208125,3.999375,3.6675,1.29625,3.874375,4.629375,2.71875,1.363125,1.72875,1.069375,1.351875,1.020625,1.39375,0.941875,1.38,1.12,1.29125,2.364375,3.786875,1.351875,4.158125,3.96875,1.306875,2.145625,2.574375,1.265,1.206875,1.2525,1.428125,1.335,1.2075,4.12125,3.795,1.323125,3.948125,4.70375,2.8225,1.43,1.758125,1.07,1.348125,1.038125,1.40125,0.934375,1.388125,1.169375,1.279375,2.41125,3.891875,1.35375,4.276875,4.05125,1.299375,2.184375,2.70375,1.2775,1.21375,1.250625,1.5725,1.469375,1.22625,4.378125,4.165,1.52375,4.133125,4.881875,3.17,1.815,1.9325,1.084375,1.35125,1.051875,1.423125,0.95125,1.394375,1.266875,1.294375,2.5625,4.198125,1.366875,4.588125,4.22375,1.299375,2.281875,3.053125
1,67.16478683,1.256875,1.20125,1.2425,1.240625,1.296875,1.215625,2.105,2.20625,1.25375,4.643125,4.3275,1.794375,3.45,4.483125,1.085,1.37125,1.02,1.365,1.2625,1.5925,1.076875,3.009375,4.6625,3.89,1.898125,3.735,3.53375,1.323125,1.530625,1.269375,1.25625,1.208125,1.243125,1.249375,1.3,1.21,2.098125,2.206875,1.25375,4.6425,4.326875,1.801875,3.4575,4.4875,1.089375,1.35375,1.02,1.3675,1.255,1.606875,1.085,3.0025,4.663125,3.883125,1.898125,3.726875,3.53125,1.321875,1.53625,1.266875,1.25875,1.209375,1.245,1.243125,1.296875,1.20875,2.1525,2.24625,1.2525,4.656875,4.351875,1.839375,3.485,4.525,1.09375,1.36375,1.03125,1.370625,1.266875,1.616875,1.085625,3.045,4.7025,3.913125,1.93375,3.7775,3.560625,1.3225,1.535,1.259375,1.27125,1.209375,1.25125,1.25875,1.310625,1.2075,3.043125,2.886875,1.425,4.793125,4.70625,2.434375,3.83375,5.0825,1.29375,1.37125,1.05,1.385625,1.380625,1.68625,1.176875,3.71125,5.1,4.30125,2.554375,4.5225,3.89625,1.320625,1.573125,1.28
1,68.33800882,1.231875,1.1975,1.23875,1.45875,1.29875,1.205625,3.58,2.33625,1.2075,4.086875,2.02,1.2025,1.238125,1.65375,1.071875,1.353125,0.955,1.315,1.460625,1.48625,1.00375,3.030625,4.508125,2.395625,3.376875,4.715,2.64125,1.336875,1.648125,1.298125,1.235625,1.185625,1.23875,1.493125,1.295625,1.2075,3.600625,2.320625,1.2175,4.0675,1.98125,1.19875,1.224375,1.653125,1.06375,1.35625,0.965625,1.3275,1.419375,1.503125,1.01875,2.954375,4.499375,2.395625,3.363125,4.685625,2.6,1.3375,1.648125,1.284375,1.246875,1.19125,1.225,1.53125,1.29625,1.20875,3.699375,2.37875,1.20875,4.101875,2.003125,1.20125,1.244375,1.653125,1.064375,1.348125,0.96375,1.326875,1.475,1.519375,1.02125,3.06625,4.5725,2.458125,3.42,4.7525,2.7125,1.330625,1.689375,1.29875,1.246875,1.19125,1.239375,1.816875,1.346875,1.21,4.083125,2.851875,1.200625,4.338125,2.239375,1.19875,1.4025,1.659375,1.07125,1.35625,0.965625,1.328125,1.645625,1.565,1.0475,3.54125,4.865,2.761875,3.769375,4.9925,3.169375,1.355625,2.004375,1.36875
1,68.63520093,1.274375,1.210625,1.263125,1.3075,1.316875,1.226875,2.6475,1.5,1.23875,3.954375,4.523125,1.275,2.698125,3.933125,1.110625,1.371875,1.11,1.531875,0.975625,2,2.5025,1.38875,3.565625,4.46625,1.336875,3.068125,3.169375,1.321875,1.51625,1.25625,1.2825,1.218125,1.26625,1.305625,1.32,1.223125,2.645,1.51375,1.239375,3.955,4.53125,1.264375,2.700625,3.944375,1.1175,1.361875,1.13125,1.540625,0.97875,1.980625,2.500625,1.388125,3.558125,4.44875,1.33875,3.07,3.164375,1.31,1.516875,1.25875,1.28,1.22375,1.255625,1.348125,1.320625,1.22375,2.775,1.583125,1.239375,4.00375,4.638125,1.32,2.741875,4.0375,1.160625,1.370625,1.144375,1.556875,0.97875,2.158125,2.6875,1.42125,3.729375,4.513125,1.34,3.2025,3.255,1.319375,1.5325,1.270625,1.294375,1.224375,1.26375,1.564375,1.331875,1.22625,3.23375,2.051875,1.239375,4.165625,4.91125,1.57875,2.884375,4.3625,1.4125,1.365,1.275,1.661875,0.98,2.633125,3.225,1.6075,4.248125,4.669375,1.3375,3.661875,3.635625,1.296875,1.605625,1.30625
1,67.03791789,1.255625,1.198125,1.23875,1.24875,1.3,1.21375,2.945,2.459375,1.225,4.599375,4.898125,1.645,2.87375,2.4825,1.064375,1.355,1.03,1.385,0.96625,1.40875,1.076875,1.326875,2.645,2.5275,1.51625,5.085,4.021875,1.314375,3.00375,2.565,1.25625,1.18375,1.24875,1.250625,1.3,1.209375,2.94125,2.4725,1.23125,4.598125,4.896875,1.64375,2.873125,2.489375,1.06375,1.356875,1.03125,1.38625,0.9575,1.423125,1.076875,1.326875,2.660625,2.541875,1.52625,5.076875,4.02625,1.306875,3.00375,2.565625,1.25875,1.200625,1.24,1.254375,1.295625,1.213125,3.02625,2.5975,1.230625,4.646875,4.979375,1.729375,3.01375,2.556875,1.07,1.355625,1.03875,1.394375,0.955,1.433125,1.105,1.33625,2.859375,2.706875,1.573125,5.17125,4.106875,1.316875,3.14375,2.668125,1.28125,1.198125,1.251875,1.269375,1.296875,1.214375,3.360625,3.029375,1.22625,4.780625,5.209375,2.088125,3.4925,2.965625,1.0725,1.351875,1.0725,1.418125,0.965625,1.49,1.161875,1.37875,3.518125,3.19875,1.95,5.410625,4.33,1.3275,3.530625,3.0425
1,67.13410195,1.275625,1.226875,1.27375,1.273125,1.321875,1.224375,1.61375,1.501875,1.33875,4.444375,4.95625,3.719375,3.3475,4.948125,2.60875,1.365625,1.044375,1.4275,0.96625,1.599375,1.1825,1.294375,3.041875,3.89125,1.324375,3.7275,4.101875,1.311875,1.721875,2.04375,1.28125,1.225625,1.266875,1.26375,1.32,1.221875,1.628125,1.51,1.34,4.4325,4.955625,3.709375,3.350625,4.95125,2.60875,1.361875,1.058125,1.4325,0.9625,1.611875,1.174375,1.298125,3.054375,3.895,1.33375,3.739375,4.099375,1.3075,1.73375,2.05875,1.28,1.22375,1.263125,1.276875,1.33375,1.223125,1.64,1.5225,1.344375,4.45875,4.9775,3.729375,3.38125,4.98625,2.635625,1.353125,1.061875,1.435,0.96625,1.615,1.19375,1.289375,3.086875,3.90625,1.315,3.758125,4.115625,1.30375,1.73875,2.103125,1.306875,1.2475,1.2775,1.295,1.34625,1.2375,1.91375,2.23,1.45375,4.686875,5.238125,3.961875,3.89125,5.44875,2.989375,1.368125,1.088125,1.45875,0.978125,1.994375,1.350625,1.37875,3.604375,4.2475,1.485625,4.288125,4.416875,1.314375,2.116875,2.75375
1,67.8120358,1.27375,1.198125,1.239375,1.263125,1.291875,1.201875,1.373125,1.28375,1.224375,3.545,3.575,1.213125,4.11625,3.77375,1.071875,1.36875,1.021875,1.378125,0.979375,1.396875,1.025625,1.891875,2.76125,2.866875,2.263125,5.074375,4.248125,2.055,2.205,1.96125,1.271875,1.195,1.241875,1.259375,1.294375,1.21375,1.363125,1.294375,1.215,3.548125,3.57875,1.209375,4.119375,3.769375,1.060625,1.369375,1.020625,1.384375,0.990625,1.398125,1.03125,1.893125,2.77,2.85625,2.27125,5.075625,4.244375,2.069375,2.218125,1.965,1.2775,1.200625,1.248125,1.266875,1.29625,1.200625,1.361875,1.293125,1.218125,3.5475,3.590625,1.2075,4.125,3.774375,1.06375,1.364375,1.026875,1.38875,0.98875,1.403125,1.031875,1.901875,2.79,2.86,2.27125,5.0675,4.2475,2.069375,2.230625,1.975625,1.29125,1.19625,1.24125,1.28375,1.29125,1.209375,1.47,1.33375,1.21875,3.945,4.084375,1.226875,4.295625,4.310625,1.045,1.376875,1.0325,1.395,0.991875,1.4325,1.038125,2.175,3.363125,3.2375,2.574375,5.32125,4.441875,2.355625,2.785625,2.435
1,71.34749682,1.309375,1.2275,1.269375,1.31125,1.3425,1.24,3.088125,3.390625,1.601875,4.51375,4.134375,1.868125,2.5625,1.64625,1.07625,1.35375,1.009375,1.39875,1.7925,2.55,1.178125,2.97875,5.004375,2.679375,1.865625,4.48375,2.456875,1.283125,1.83625,1.256875,1.298125,1.23,1.27125,1.313125,1.336875,1.244375,3.084375,3.385,1.60375,4.506875,4.138125,1.880625,2.566875,1.645625,1.071875,1.348125,1.011875,1.4025,1.7825,2.54875,1.19,2.976875,4.995,2.671875,1.86375,4.48125,2.454375,1.28875,1.835625,1.26375,1.3125,1.230625,1.256875,1.326875,1.338125,1.23375,3.15625,3.485625,1.68125,4.573125,4.2875,1.9775,2.70625,1.655625,1.076875,1.359375,1.006875,1.401875,1.8725,2.71375,1.23125,3.075625,5.065,2.828125,1.916875,4.610625,2.558125,1.289375,1.8775,1.24875,1.33,1.22625,1.265,1.395,1.376875,1.234375,3.590625,3.869375,1.93875,4.74125,4.709375,2.208125,3.229375,1.753125,1.07625,1.36875,1.0275,1.42,2.120625,3.1425,1.424375,3.41625,5.255,3.2475,2.155625,4.96375,2.888125,1.31625,1.99625,1.27625
1,71.43782715,1.2725,1.231875,1.27375,1.291875,1.506875,1.240625,2.753125,4.4,2.085,3.51375,4.85125,3.266875,1.30125,2.41125,1.6,1.356875,1.06125,1.508125,0.966875,2.160625,3.46,1.624375,3.2975,3.895625,1.48375,2.566875,3.6475,1.29625,1.494375,1.243125,1.271875,1.236875,1.26375,1.29625,1.513125,1.239375,2.761875,4.401875,2.086875,3.51625,4.85375,3.27,1.28875,2.4125,1.61875,1.35625,1.054375,1.5075,0.956875,2.165,3.46625,1.633125,3.30625,3.899375,1.501875,2.573125,3.6475,1.288125,1.491875,1.255,1.273125,1.225625,1.2725,1.32125,1.631875,1.24125,2.954375,4.48375,2.176875,3.630625,4.905,3.323125,1.355625,2.535625,1.755,1.353125,1.07125,1.5225,0.9725,2.38625,3.539375,1.67875,3.59625,4.010625,1.5325,2.74125,3.74125,1.3,1.490625,1.245,1.275625,1.23875,1.28,1.5025,2.185,1.26,3.354375,4.703125,2.473125,3.93125,5.034375,3.506875,1.679375,2.905625,2.223125,1.355625,1.07625,1.535625,0.981875,2.995625,3.726875,1.820625,4.2525,4.310625,1.696875,3.359375,3.9925,1.288125,1.491875,1.255625
1,69.31845928,1.281875,1.228125,1.27,1.441875,1.34875,1.2575,3.92875,1.4475,1.285,3.75,1.48125,1.258125,1.670625,1.653125,1.079375,1.355625,1.0375,1.53,0.97,1.425625,2.13375,1.309375,1.755,4.101875,1.33125,1.48625,3.311875,1.283125,1.494375,1.420625,1.275625,1.22625,1.269375,1.453125,1.35125,1.253125,3.9325,1.451875,1.281875,3.74875,1.48375,1.256875,1.669375,1.6525,1.0725,1.355625,1.048125,1.519375,0.9625,1.418125,2.134375,1.303125,1.754375,4.10875,1.3225,1.478125,3.3025,1.295625,1.493125,1.43125,1.285625,1.215625,1.27125,1.531875,1.3525,1.25375,4.136875,1.5075,1.28125,3.83625,1.49375,1.2575,1.710625,1.653125,1.079375,1.345,1.05375,1.533125,0.971875,1.43625,2.214375,1.3,1.791875,4.2125,1.32375,1.479375,3.411875,1.303125,1.49375,1.46125,1.28875,1.22625,1.268125,1.9425,1.356875,1.258125,4.498125,1.809375,1.274375,4.141875,1.97375,1.248125,1.85125,1.6475,1.071875,1.34375,1.0725,1.571875,0.958125,1.445,2.42125,1.299375,1.89,4.465,1.329375,1.485625,3.6875,1.29625,1.4775,1.548125
1,70.27738247,1.2725,1.231875,1.273125,1.274375,1.35625,1.2425,1.3925,2.126875,1.33,3.488125,5.24375,3.04625,1.861875,4.244375,1.730625,1.36625,1.011875,1.40875,0.954375,1.3875,1.053125,1.39375,3.025625,3.386875,3.128125,4.946875,3.1025,1.449375,1.68375,1.45875,1.273125,1.2325,1.274375,1.275,1.34875,1.256875,1.393125,2.139375,1.32875,3.49125,5.23875,3.050625,1.865,4.24625,1.73,1.354375,1.01125,1.40875,0.954375,1.3925,1.06125,1.39625,3.0275,3.39875,3.12375,4.95125,3.100625,1.460625,1.680625,1.461875,1.28,1.226875,1.274375,1.275,1.35125,1.25,1.39375,2.3025,1.351875,3.616875,5.28,3.236875,1.990625,4.329375,1.8,1.36375,1.023125,1.40875,0.961875,1.400625,1.066875,1.41,3.165625,3.4975,3.1675,5.034375,3.271875,1.52125,1.761875,1.50875,1.286875,1.2325,1.27375,1.283125,1.35125,1.241875,1.434375,2.826875,1.475,4.02875,5.37875,3.710625,2.83125,4.53375,2.0875,1.366875,1.0425,1.42125,0.965625,1.413125,1.08,1.71,3.561875,3.810625,3.384375,5.28375,3.7525,1.876875,2.16625,1.66375
1,71.5396941,1.28125,1.234375,1.283125,1.28625,1.353125,1.254375,3.501875,2.794375,2.199375,3.769375,4.37,2.2825,1.25375,1.681875,1.09,1.35875,1.039375,1.409375,0.954375,1.793125,1.654375,1.90875,4.679375,4.020625,1.591875,3.995,2.631875,1.296875,1.53625,1.256875,1.2725,1.239375,1.28375,1.286875,1.369375,1.2575,3.505625,2.8,2.198125,3.76875,4.36875,2.308125,1.258125,1.68625,1.0875,1.355625,1.035625,1.405,0.95625,1.7925,1.64875,1.92125,4.685625,4.03,1.60375,4.0025,2.635625,1.29125,1.535625,1.273125,1.28125,1.243125,1.286875,1.280625,1.3625,1.2575,3.570625,2.87,2.238125,3.8075,4.399375,2.37625,1.256875,1.685625,1.093125,1.364375,1.04,1.41,0.954375,1.825,1.70125,2.045,4.760625,4.1175,1.68625,4.14125,2.741875,1.288125,1.548125,1.264375,1.2875,1.24125,1.290625,1.296875,1.36875,1.255,3.890625,3.323125,2.45625,4.041875,4.521875,2.716875,1.25375,1.688125,1.088125,1.363125,1.070625,1.42125,1.103125,2.16125,1.87625,2.7425,5.09,4.4975,2.2775,4.775625,3.181875,1.296875,1.600625,1.286875
